id,name,address,station,size,lat,lon,screen_type,ownership,sound,url
1578,フクラスビジョンセット,東京都渋谷区道玄坂1-2-3,渋谷,"H3,520 × W6,400(mm)",35.657965,139.700307,交通,パートナー,サイレント,https://liveboard.co.jp/screen/001578.html
1557,東京メトロ メトロ改札口ビジョン東京駅（丸ノ内線 中央改札）,東京都千代田区丸の内1-6-5,東京,,35.68202,139.764845,交通,パートナー,サイレント,https://liveboard.co.jp/screen/001557.html
1558,東京メトロ メトロ改札口ビジョン池袋駅（丸ノ内線 中央通路中央改札）,東京都豊島区南池袋1-28-1,池袋,,35.730133,139.711629,交通,パートナー,サイレント,https://liveboard.co.jp/screen/001558.html
1559,東京メトロ メトロ改札口ビジョン新宿三丁目駅（丸ノ内線 伊勢丹方面改札）,東京都新宿区新宿3-3−2,新宿三丁目,,35.691012,139.704566,交通,パートナー,サイレント,https://liveboard.co.jp/screen/001559.html
1560,東京メトロ メトロ改札口ビジョン大手町駅（東西線 中央改札）,東京都千代田区大手町2-1-1,大手町,,35.684624,139.766363,交通,パートナー,サイレント,https://liveboard.co.jp/screen/001560.html
1561,東京メトロ メトロ改札口ビジョン大手町駅（東西線 西改札）,東京都千代田区大手町2-1-1,大手町,,35.684657,139.766202,交通,パートナー,サイレント,https://liveboard.co.jp/screen/001561.html
1562,東京メトロ メトロ改札口ビジョン大手町駅（千代田線 大手門方面改札）,東京都千代田区大手町2-1-1,大手町,,35.685265,139.76315,交通,パートナー,サイレント,https://liveboard.co.jp/screen/001562.html
1555,OMOTESANDO WALL BOARD,東京都港区北青山3-6-12,表参道,"H2,500 × W4,500(mm)",35.665063,139.712115,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/001555.html
1549,KEIO MIRARERU VISION 秋葉原ワイドウォール135°,東京都千代田区外神田1-13-1,秋葉原,"H3,800 × W11,800(mm)",35.698735,139.771517,交通,パートナー,音あり,https://liveboard.co.jp/screen/001549.html
1546,CITY BOARD 三軒茶屋駅前,東京都世田谷区太子堂2-15-4,三軒茶屋,"H3,000 × W5,500(mm)",35.643788,139.671097,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/001546.html
1530,AKIHABARA UDX BOARD,千代田区外神田4-14-1,秋葉原,"H6,720 × W11,520(mm)",35.699793,139.772653,屋外,LIVE BOARD 直営,音あり,https://liveboard.co.jp/screen/001530.html
1521,六区セントラルスクエアビジョン,東京都台東区浅草2-5-5,浅草,"H3,840 × W2,560(mm)",35.713627,139.79336,交通,パートナー,サイレント,https://liveboard.co.jp/screen/001521.html
1518,KEIO MIRARERU VISION 渋谷メガウォール,東京都渋谷区宇田川町26-2,渋谷,"H13,000 × W6,000(mm)",35.659832,139.699078,交通,パートナー,サイレント,https://liveboard.co.jp/screen/001518.html
1514,新宿サザンテラスビジョン,東京都新宿区西新宿1-1,新宿,"H3,600 × W16,000(mm)",35.688695,139.699921,交通,パートナー,音あり,https://liveboard.co.jp/screen/001514.html
1488,立川曙ビルビジョン,東京都立川市曙町2-12-1,立川,"H2,880 × W4,800(mm)",35.699153,139.414275,交通,パートナー,サイレント,https://liveboard.co.jp/screen/001488.html
1434,東銀座スクエアビジョン,東京都中央区築地1-13-1,東銀座,"H4,725 × W9,600(mm)",35.668262,139.76909,交通,パートナー,サイレント,https://liveboard.co.jp/screen/001434.html
1421,吉祥寺フコク生命ビジョン,東京都武蔵野市吉祥寺南町2丁目3-15,吉祥寺,"H3,500 × W6,500(mm)",35.702733,139.580819,交通,パートナー,サイレント,https://liveboard.co.jp/screen/001421.html
1415,シブハチヒットビジョン,渋谷区道玄坂2-3-2,渋谷,H17400 × W24400(mm),35.65918,139.700043,交通,パートナー,音あり,https://liveboard.co.jp/screen/001415.html
1413,GINZA GATE BOARD,東京都港区新橋2-18-9,新橋,"H5,760 x W10,240(mm) ",35.667159,139.758689,屋外,LIVE BOARD 直営,音あり,https://liveboard.co.jp/screen/001413.html
1394,西武 池袋駅スマイル・ステーションビジョン（1階B-1エリア）,西武 池袋駅構内,西武 池袋駅,86(inch)、70(inch),35.729802,139.711898,交通,パートナー,音あり,https://liveboard.co.jp/screen/001394.html
1371,京王 新宿K-DGピリエ,新宿区新宿3-38,新宿駅,70インチ、55インチ,35.690384,139.699123,交通,パートナー,音あり,https://liveboard.co.jp/screen/001371.html
1345,Marunouchi Vision,千代田区丸の内2-4-1,東京駅,32～246インチ,35.681038,139.7638,交通,パートナー,音あり,https://liveboard.co.jp/screen/001345.html
1346,Marunouchi Link SignageⅠ,千代田区丸の内2-4-1,東京駅,85、65、55、50インチ,35.681038,139.7638,交通,パートナー,サイレント,https://liveboard.co.jp/screen/001346.html
1347,Marunouchi Link SignageⅡ,千代田区丸の内1,東京駅,65インチ,35.68176,139.764646,交通,パートナー,サイレント,https://liveboard.co.jp/screen/001347.html
1317,東京メトロ MCV日本橋駅,中央区日本橋2-2,日本橋駅,,35.681609,139.773104,交通,パートナー,サイレント,https://liveboard.co.jp/screen/001317.html
1318,東京メトロ MCV飯田橋駅,千代田区飯田橋3-6-9,飯田橋駅,,35.701881,139.745683,交通,パートナー,サイレント,https://liveboard.co.jp/screen/001318.html
1319,東京メトロ MCV高田馬場駅,新宿区高田馬場2-18,高田馬場駅,,35.713454,139.704795,交通,パートナー,サイレント,https://liveboard.co.jp/screen/001319.html
1320,東京メトロ MCV上野駅（銀座線）,台東区上野7-1-1,上野駅,,35.711965,139.776531,交通,パートナー,サイレント,https://liveboard.co.jp/screen/001320.html
1321,東京メトロ MCV大手町駅（丸ノ内線）,千代田区大手町1-6-1,大手町駅,,35.686267,139.766162,交通,パートナー,サイレント,https://liveboard.co.jp/screen/001321.html
1322,東京メトロ MCV大手町駅（半蔵門線）,千代田区大手町1-6-1,大手町駅,,35.686869,139.764024,交通,パートナー,サイレント,https://liveboard.co.jp/screen/001322.html
1323,東京メトロ MCV大手町駅（千代田線）,千代田区大手町1-6-1,大手町駅,,35.685197,139.762856,交通,パートナー,サイレント,https://liveboard.co.jp/screen/001323.html
1305,都営新橋駅デジタルサイネージ16面セット,港区新橋2-21-1,新橋駅,70(inch),35.665575,139.759507,交通,パートナー,サイレント,https://liveboard.co.jp/screen/001305.html
1287,Airport Dynamic Ad Vision HANEDA,大田区羽田空港3丁目4,羽田空港,,35.55114,139.788837,交通,パートナー,サイレント,https://liveboard.co.jp/screen/001287.html
1116,羽田サイネージラック,大田区羽田空港3丁目3,羽田空港,55インチ×横3面マルチ,35.549553,139.785437,交通,パートナー,サイレント,https://liveboard.co.jp/screen/001116.html
931,国際展示場駅サイネージ,江東区有明3-7,国際展示場,"H1,058 x W1,878(mm)",35.63445561,139.7916231,交通,パートナー,サイレント,https://liveboard.co.jp/screen/000931.html
929,汐留ホームビジョン,港区東新橋1-7,汐留,65(inch),35.66293881,139.7599696,交通,パートナー,サイレント,https://liveboard.co.jp/screen/000929.html
928,六本木ホームビジョン,港区六本木7-14-4,六本木,65(inch),35.66397396,139.7312634,交通,パートナー,サイレント,https://liveboard.co.jp/screen/000928.html
806,SHINJUKU SOUTHEAST BOARD,新宿区新宿3-35-7,新宿,"H5,700 x W3,780(mm)",35.6898738,139.7022762,屋外,LIVE BOARD 直営,音あり,https://liveboard.co.jp/screen/000806.html
808,新橋龍角散ビジョン,港区新橋1-12-9,新橋,"H3,840 x W6,720(mm)",35.6676492,139.7588484,交通,パートナー,サイレント,https://liveboard.co.jp/screen/000808.html
813,狛江三叉路ビジョン,狛江市東和泉1-6-7,狛江,"H1,800 x W3,200(mm)",35.6315156,139.5816682,交通,パートナー,サイレント,https://liveboard.co.jp/screen/000813.html
816,STREET BOARD 外苑前スタジアム通り,港区南青山2-27-28,外苑前,"H5,120 x W8,960(mm)",35.6697391,139.7168453,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/000816.html
817,STREET BOARD 西日暮里道灌山通り,文京区千駄木3-24-7,西日暮里,"H4,480 x W7,680(mm)",35.7297669,139.7622569,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/000817.html
820,OMOTESANDO CROSSING BOARD,港区南青山3-18-20,表参道,"H5,440 x W9,600(mm)",35.6652983,139.7130301,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/000820.html
821,CITY BOARD 錦糸町南口,墨田区江東橋3-14-10,錦糸町,"H5,120 x W8,960(mm)",35.6962238,139.8135889,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/000821.html
824,CITY BOARD 吉祥寺北口,武蔵野市吉祥寺本町1-1-12,吉祥寺,"H3,840 x W6,400(mm)",35.7037212,139.5796321,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/000824.html
826,STREET BOARD 上野駅交差点,台東区上野7-3-2,上野,"H5,440 x W9,600(mm)",35.7124223,139.7777024,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/000826.html
830,STREET BOARD 淡路町靖国通り,千代田区神田須田町1-1-1,小川町,"H4,480 x W7,680(mm)",35.6958939,139.7681577,屋外,LIVE BOARD 直営,音あり,https://liveboard.co.jp/screen/000830.html
832,池袋TS-VISION,豊島区西池袋1-15-9,池袋,"H4,480 x W7,200(mm)",35.7305217,139.7097238,交通,パートナー,サイレント,https://liveboard.co.jp/screen/000832.html
833,QuOLaビジョン,武蔵野市境1-1-7,武蔵境,"H2,400 x W4,000(mm)",35.701856,139.5440779,交通,パートナー,サイレント,https://liveboard.co.jp/screen/000833.html
834,北千住SUPER VISION,足立区千住3-77,北千住,"H5,880 x W3,320(mm)",35.7505968,139.8036989,交通,パートナー,サイレント,https://liveboard.co.jp/screen/000834.html
835,あだちスマイルビジョン,足立区千住2-59,北千住,"H5,600 x W7,200(mm)",35.7501762,139.8038258,交通,パートナー,サイレント,https://liveboard.co.jp/screen/000835.html
837,八王子シティビジョン,八王子市旭町10-4,八王子,"H3,960 x W7,168(mm)",35.6570753,139.3395117,交通,パートナー,サイレント,https://liveboard.co.jp/screen/000837.html
838,CITY BOARD 吉祥寺西口,武蔵野市吉祥寺本町1-3-1,吉祥寺,"H2,880 x W5,120(mm)",35.7036059,139.5786399,屋外,LIVE BOARD 直営,音あり,https://liveboard.co.jp/screen/000838.html
840,ISETAN TACHIKAWA VISION,立川市曙町2-5-1,立川,"H5,400 x W10,400(mm)",35.6995793,139.4128772,交通,パートナー,サイレント,https://liveboard.co.jp/screen/000840.html
841,錦糸町楽天地ビジョン,墨田区江東橋4-27-14,錦糸町,"H10,560 x W5,760(mm)",35.6963119,139.8156604,交通,パートナー,サイレント,https://liveboard.co.jp/screen/000841.html
844,渋谷愛ビジョン,渋谷区渋谷1-24-12,渋谷,"H9,450 x W6,400(mm)",35.6599847,139.701951,交通,パートナー,サイレント,https://liveboard.co.jp/screen/000844.html
845,CITY BOARD 国分寺南口,国分寺市南町3-18-17,国分寺,"H2,880 x W5,120(mm)",35.699399,139.4799532,屋外,LIVE BOARD 直営,音あり,https://liveboard.co.jp/screen/000845.html
858,STREET BOARD 五反田駅西口,品川区西五反田1-7-1,五反田,"H2,880 x W5,120(mm)",35.6251653,139.7238712,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/000858.html
859,CITY BOARD 大井町東口,品川区東大井5-17-2,大井町,"H5,760 x W10,240(mm)",35.6068624,139.7355207,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/000859.html
860,フラッグスビジョン,新宿区新宿3-37-1,新宿,"H5,440 x W9,600(mm)",35.6899098,139.7015135,交通,パートナー,サイレント,https://liveboard.co.jp/screen/000860.html
862,CITY BOARD 新宿南口,新宿区新宿4-1-1,新宿,"H2,880 x W5,120(mm)",35.6880164,139.7021451,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/000862.html
864,CITY BOARD 恵比寿東口,渋谷区恵比寿1-11-13,恵比寿,"H2,880 x W3,840(mm)",35.6465051,139.7112193,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/000864.html
865,STATION BOARD 大久保,新宿区百人町1-23-15,大久保,"H2,880 x W5,120(mm)",35.700162,139.6974354,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/000865.html
867,STATION BOARD 高井戸,杉並区高井戸西2-1-24,高井戸,"H3,520 x W6,400(mm)",35.6835206,139.6154135,屋外,LIVE BOARD 直営,音あり,https://liveboard.co.jp/screen/000867.html
868,CITY BOARD 荻窪北口,杉並区天沼3-2-6,荻窪,"H2,880 x W5,120(mm)",35.7055343,139.6215034,屋外,LIVE BOARD 直営,音あり,https://liveboard.co.jp/screen/000868.html
869,CITY BOARD 経堂駅前,世田谷区経堂2-2-3,経堂,"H2,880 x W5,120(mm)",35.6521097,139.6365382,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/000869.html
871,CITY BOARD 用賀駅前,世田谷区用賀4-11-10,用賀,"H2,880 x W5,120(mm)",35.6271027,139.6336915,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/000871.html
872,Y'ｓ VISIONアメ横,台東区上野4-7-8,上野,"H2,400 x W4,300(mm)",35.7097419,139.7745138,交通,パートナー,サイレント,https://liveboard.co.jp/screen/000872.html
873,CITY BOARD 上野公園前,台東区上野4-9-5,上野,"H2,880 x W3,840(mm)",35.7100465,139.7738899,屋外,LIVE BOARD 直営,音あり,https://liveboard.co.jp/screen/000873.html
874,ASAKUSA CROSSING BOARD,台東区雷門2-20-7,浅草,"H4,480 x W8,320(mm)",35.7103891,139.7977018,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/000874.html
875,CITY BOARD 渋谷センター街,渋谷区宇田川町29-1,渋谷,"H4,480 x W7,680(mm)",35.660645,139.6985924,屋外,LIVE BOARD 直営,音あり,https://liveboard.co.jp/screen/000875.html
876,STREET BOARD 駿河台下交差点,千代田区神田小川町3-10-37,神保町,"H4,480 x W7,680(mm)",35.6958465,139.7612307,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/000876.html
878,ラジ館ビジョン,千代田区外神田1-15-16,秋葉原,"H3,500 x W6,000(mm)",35.6978895,139.7719412,交通,パートナー,サイレント,https://liveboard.co.jp/screen/000878.html
879,オノデンMXビジョン,千代田区外神田1-2-7,秋葉原,"H6,240 x W8,640(mm)",35.6983017,139.7709016,交通,パートナー,サイレント,https://liveboard.co.jp/screen/000879.html
881,STREET BOARD 築地晴海通り,中央区築地3-16-9,築地,"H6,720 x W12,160(mm)",35.6662247,139.771345,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/000881.html
882,STREET BOARD 外苑前青山通り,港区北青山2-13-6,外苑前,"H5,120 x W8,960(mm)",35.6697672,139.7162014,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/000882.html
884,ひまわりビジョン,中央区日本橋2-8-6,日本橋,"H5,760 x W10,560(mm)",35.6814381,139.7751334,交通,パートナー,サイレント,https://liveboard.co.jp/screen/000884.html
885,STREET BOARD 人形町交差点,中央区人形町2-6-4,人形町,"H2,880 x W5,120(mm)",35.6863414,139.7826024,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/000885.html
887,CITY BOARD 池袋西口,豊島区西池袋1-19-1,池袋,"H3,520 x W6,400(mm)",35.7311614,139.7094584,屋外,LIVE BOARD 直営,音あり,https://liveboard.co.jp/screen/000887.html
888,池袋パルコビジョン,豊島区南池袋1-28-2,池袋,"H6,100 x W10,900(mm)",35.7308315,139.7123842,交通,パートナー,サイレント,https://liveboard.co.jp/screen/000888.html
889,CITY BOARD 中野北口,中野区中野5-63-2,中野,"H2,880 x W3,840(mm)",35.7065274,139.6659275,屋外,LIVE BOARD 直営,音あり,https://liveboard.co.jp/screen/000889.html
890,CITY BOARD 東中野駅前,中野区東中野3-1-20,東中野,"H2,880 x W5,120(mm)",35.7066603,139.6825781,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/000890.html
891,CITY BOARD 赤坂一ツ木通り,港区赤坂4-2-8,赤坂見附,"H2,880 x W3,840(mm)",35.6752959,139.7358689,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/000891.html
892,STREET BOARD 麻布十番外苑東通り,港区麻布十番1-5-5,麻布十番,"H4,480 x W7,680(mm)",35.6573283,139.7329213,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/000892.html
894,STREET BOARD 恵比寿駒沢通り,渋谷区恵比寿西1-1-2,恵比寿,"H4,480 x W7,680(mm)",35.6478874,139.7092104,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/000894.html
895,STREET BOARD 青山学院前交差点,渋谷区渋谷1-1-3,渋谷,"H5,440 x W9,600(mm)",35.6614533,139.7073725,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/000895.html
896,AOYAMA STREET BOARD,港区南青山3-8-40,外苑前,"H4,160 x W7,040(mm)",35.6674965,139.715057,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/000896.html
898,CITY BOARD 新橋烏森口,港区新橋3-16-1,新橋,"H2,880 x W3,840(mm)",35.6659337,139.7568136,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/000898.html
899,109フォーラムビジョン,渋谷区神南1-23-10,渋谷,"H8,640 x W4,800(mm)",35.6597574,139.7009471,交通,パートナー,サイレント,https://liveboard.co.jp/screen/000899.html
901,STREET BOARD 御成門交差点,港区西新橋3-24-8,御成門,"H2,880 x W3,840(mm)",35.661293,139.751207,屋外,LIVE BOARD 直営,音あり,https://liveboard.co.jp/screen/000901.html
903,CITY BOARD 渋谷道玄坂,渋谷区道玄坂1-18-8,渋谷,"H2,880 x W3,840(mm)",35.6573679,139.6964479,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/000903.html
904,NEWNO･GS新宿ビジョン,新宿区新宿3-24-1,新宿,"H3,000 x W5,000(mm)",35.6925842,139.7015879,交通,パートナー,サイレント,https://liveboard.co.jp/screen/000904.html
905,STATION BOARD 下北沢,世田谷区北沢2-20-14,下北沢,"H2,880 x W5,120(mm)",35.6611709,139.6671042,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/000905.html
906,CITY BOARD 慶大前,港区三田2-14-12,三田,"H2,880 x W3,840(mm)",35.648211,139.7442903,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/000906.html
907,STATION BOARD 中目黒,目黒区上目黒3-7-3,中目黒,"H2,240 x W3,840(mm)",35.6440223,139.6982671,屋外,LIVE BOARD 直営,音あり,https://liveboard.co.jp/screen/000907.html
908,CITY BOARD 中目黒西口,目黒区上目黒1-20-9,中目黒,"H2,880 x W3,840(mm)",35.6447583,139.6987995,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/000908.html
909,CITY BOARD 祐天寺駅前,目黒区祐天寺2-12-21,祐天寺,"H2,880 x W5,120(mm)",35.6374211,139.6916616,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/000909.html
910,CITY BOARD 明大前駅前,世田谷区松原2-45-14,明大前,"H2,880 x W5,120(mm)",35.6685094,139.6499226,屋外,LIVE BOARD 直営,サイレント,https://liveboard.co.jp/screen/000910.html
911,Digital Billboard＋表参道,港区青山3-5-16,表参道,"H9,600 x W12,800(mm)",35.6665036,139.7123234,交通,パートナー,サイレント,https://liveboard.co.jp/screen/000911.html
912,プロトグループ新橋駅前ビジョン,港区新橋2-8-7,新橋,"H5,440 x W6,400(mm)",35.6673435,139.7571702,交通,パートナー,サイレント,https://liveboard.co.jp/screen/000912.html
913,大正製薬 VISION,港区六本木7-14-10,六本木,"H3,360 x W6,080(mm)",35.6633,139.731893,交通,パートナー,音あり,https://liveboard.co.jp/screen/000913.html
803,CHINTAI六本木ビジョン,港区六本木5-1-1,六本木,"H3,200 x W5,400(mm)",35.6629329,139.732537,交通,パートナー,サイレント,https://liveboard.co.jp/screen/000803.html
